"Location","Price","m2","p/m2","Date","Text","hl"
"Gdańsk",387000,32.74,11820.403176542455," 08 kwietnia 2025","Mieszknie 2 pokoje do remontu.","https://www.otodom.pl/pl/oferta/mieszknie-2-pokoje-do-remontu-ID4ueQg.html"
"Gdańsk, Osowa",680000,57.5,11826.08695652174," 28 kwietnia 2025","3 pokoje, winda, blisko szkoła, Osowa!","https://www.otodom.pl/pl/oferta/3-pokoje-winda-blisko-szkola-osowa-ID4wQ6z.html"
"Gdańsk",709000,59.93,11830.46888036042," 08 kwietnia 2025","ZAREZERWOWANE 3-pokojowe mieszkanie Niepołomicka","https://www.otodom.pl/pl/oferta/zarezerwowane-3-pokojowe-mieszkanie-niepolomicka-ID4wRYE.html"
"Gdańsk",426000,36.0,11833.333333333334," Odświeżono dnia 30 kwietnia 2025","Ogródek 45 m2! + Hala Garażowa -> Zobacz na żywo","https://www.otodom.pl/pl/oferta/ogrodek-45-m2-hala-garazowa-zobacz-na-zywo-ID4wSre.html"
"Gdańsk, Matarnia",490000,41.37,11844.331641285957," 13 kwietnia 2025","3 pok. | Pod inwestycję | Cicha okolica | 1 piętro","https://www.otodom.pl/pl/oferta/3-pok-pod-inwestycje-cicha-okolica-1-pietro-ID4wpR9.html"
"Gdańsk",399139,33.64,11865.01189060642," 17 kwietnia 2025","2-pokojowe mieszkanie 33m2 + balkon Bez Prowizji","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-33m2-balkon-bez-prowizji-ID4ugHO.html"
"Gdańsk",795000,67.0,11865.671641791045," 25 kwietnia 2025","4-Pokoje Na Zaspie, Blisko Skm","https://www.otodom.pl/pl/oferta/4-pokoje-na-zaspie-blisko-skm-ID4uZ8v.html"
"Gdańsk, Jasień",829000,69.86,11866.590323504151," 19 kwietnia 2025","Mieszkanie z ogródkiem dla rodziny","https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodkiem-dla-rodziny-ID4tnOa.html"
"Gdańsk",429000,36.08,11890.243902439024," 03 kwietnia 2025","Okazja!!!  2 Pokoje Z Balkonem!! Stan Deweloperski","https://www.otodom.pl/pl/oferta/okazja-2-pokoje-z-balkonem-stan-deweloperski-ID4wIF5.html"
"Gdańsk, Aniołki",440000,37.0,11891.891891891892," 27 kwietnia 2025","Mieszkanie 2 pokoje Zielony Trójkąt  Gdańsk","https://www.olx.pl/d/oferta/mieszkanie-2-pokoje-zielony-trojkat-gdansk-CID3-ID15Ab5l.html"
"Gdańsk",725000,60.82,11920.42091417297," 09 kwietnia 2025","Dwupoziomowe z widokiem na wodę","https://www.otodom.pl/pl/oferta/dwupoziomowe-z-widokiem-na-wode-ID4wSvX.html"
"Gdańsk, Wrzeszcz",519000,43.5,11931.034482758621," 28 kwietnia 2025","Mieszkanie na sprzedaż Gdańsk Wrzeszcz","https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-gdansk-wrzeszcz-ID4szVY.html"
"Gdańsk",417000,34.92,11941.580756013745," 16 kwietnia 2025","Osiedle Pastelowe - oferta z najniższą ceną!","https://www.otodom.pl/pl/oferta/osiedle-pastelowe-oferta-z-najnizsza-cena-ID4qgPM.html"
"Gdańsk, Kokoszki",824000,68.98,11945.491446796172," 30 kwietnia 2025","4 pokoje z miejscem w hali i 2 komórkami!","https://www.otodom.pl/pl/oferta/4-pokoje-z-miejscem-w-hali-i-2-komorkami-ID4wO44.html"
"Gdańsk, Jasień",515000,43.0,11976.744186046511," Odświeżono dnia 30 kwietnia 2025","Tylko u Nas - 2 pok z balkonem - Jasień - Morelowa","https://www.otodom.pl/pl/oferta/tylko-u-nas-2-pok-z-balkonem-jasien-morelowa-ID4wJ2i.html"
"Gdańsk",403411,33.64,11992.003567181926," 24 kwietnia 2025","2-pokojowe mieszkanie 33m2 + ogródek Bez Prowizji","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-33m2-ogrodek-bez-prowizji-ID4ugFX.html"
"Gdańsk",669000,55.76,11997.847919655667," 18 kwietnia 2025","2 Pokoje | Nowoczesne Osiedle | Osobna Kuchnia","https://www.otodom.pl/pl/oferta/2-pokoje-nowoczesne-osiedle-osobna-kuchnia-ID4v147.html"
"Gdańsk",864000,72.0,12000.0," Odświeżono dnia 30 kwietnia 2025","Słoneczne*Ostatnie-10 piętro*Zadbane*Dwustronne","https://www.otodom.pl/pl/oferta/sloneczneostatnie-10-pietrozadbanedwustronne-ID4wMVf.html"
"Gdańsk",864000,72.0,12000.0," 14 marca 2025","Słoneczne*Ostatnie-10 piętro*Zadbane*Dwustronne","https://www.otodom.pl/pl/oferta/sloneczneostatnie-10-pietrozadbanedwustronne-ID4wqqZ.html"
"Gdańsk",469000,39.0,12025.641025641025," 18 kwietnia 2025","39 m2 stan deweloperski ul. Dąbka, CESJA","https://www.otodom.pl/pl/oferta/39-m2-stan-deweloperski-ul-dabka-cesja-ID4wNYa.html"
"Gdańsk, Siedlce",949000,78.8,12043.147208121827," 30 kwietnia 2025","Mieszkanie 78m2 +ogród 608m2 +garaż Gdańsk-Siedlce","https://www.otodom.pl/pl/oferta/mieszkanie-78m2-ogrod-608m2-garaz-gdansk-siedlce-ID4mcVm.html"
"Gdańsk",579000,48.0,12062.5," 10 marca 2025","Mieszkanie 2 pokojowe Orunia Górna Okulickiego","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-orunia-gorna-okulickiego-ID4u7BP.html"
"Gdańsk, Jasień",829000,68.72,12063.445867287544," 25 kwietnia 2025","Mieszkanie, które pokochasz od wejścia! ogródek","https://www.otodom.pl/pl/oferta/mieszkanie-ktore-pokochasz-od-wejscia-ogrodek-ID4v6Iv.html"
"Gdańsk, Brętowo",920000,76.14,12083.004990806408," 21 kwietnia 2025","Gdańsk Niedźwiednik, 4 pokoje, 76m","https://www.otodom.pl/pl/oferta/gdansk-niedzwiednik-4-pokoje-76m-ID4v35s.html"
"Gdańsk, Aniołki",449000,37.12,12095.905172413793," 30 kwietnia 2025","Idealne pod wynajem! Aniołki- Siedlce. Niezależny układ!","https://www.otodom.pl/pl/oferta/idealne-pod-wynajem-aniolki-siedlce-niezalezny-uklad-ID4vbe0.html"
"Gdańsk, Siedlce",449000,37.12,12095.905172413793," 22 kwietnia 2025","Świetne pierwsze M lub pod inwestycje + garaż!","https://www.otodom.pl/pl/oferta/swietne-pierwsze-m-lub-pod-inwestycje-garaz-ID4v0NY.html"
"Gdańsk, Suchanino",769000,63.56,12098.80427942102," 03 kwietnia 2025","Funkcjonalne mieszkanie w świetnej lokalizacji!","https://www.otodom.pl/pl/oferta/funkcjonalne-mieszkanie-w-swietnej-lokalizacji-ID4wMLO.html"
"Gdańsk, Brętowo",420000,34.7,12103.746397694524," 11 kwietnia 2025","Kawalerka na wzgórzu | 35 m2 | Panorama Gdańsk","https://www.otodom.pl/pl/oferta/kawalerka-na-wzgorzu-35-m2-panorama-gdansk-ID4rLEs.html"
"Gdańsk",467000,38.58,12104.71747019181," 08 kwietnia 2025","2-pokoje z ogródkiem na Ujeścisku - cesja","https://www.otodom.pl/pl/oferta/2-pokoje-z-ogrodkiem-na-ujescisku-cesja-ID4uuQo.html"
"Gdańsk",492143,40.65,12106.838868388684," 01 kwietnia 2025","Mieszkania przy przyszłej stacji PKM (129)","https://www.otodom.pl/pl/oferta/mieszkania-przy-przyszlej-stacji-pkm-129-ID4mzNI.html"
"Gdańsk",600000,49.5,12121.212121212122," Odświeżono dnia 28 kwietnia 2025","Mieszkanie z balkonem przy Jarze Wilanowskim","https://www.otodom.pl/pl/oferta/mieszkanie-z-balkonem-przy-jarze-wilanowskim-ID4w1Rz.html"
"Gdańsk, Pieck",1256310,103.4,12150.0,"Migowo - 24 kwietnia 2025","4-pokojowe mieszkanie 103m2 + ogródek Bez Prowizji","https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-103m2-ogrodek-bez-prowizji-ID4v0jX.html"
"Gdańsk",635000,52.19,12167.081816439932," 23 kwietnia 2025","3 pokoje z pięknym widokiem!","https://www.otodom.pl/pl/oferta/3-pokoje-z-pieknym-widokiem-ID4wHYQ.html"
"Gdańsk",499000,41.0,12170.731707317073," 17 kwietnia 2025","Piękny widok, prak, winda PKM w 2029 roku !","https://www.otodom.pl/pl/oferta/piekny-widok-prak-winda-pkm-w-2029-roku-ID4wszp.html"
"Gdańsk, Jasień",452000,37.13,12173.444653918663," Dzisiaj o 06:09","3-pokojowe mieszkanie 37m2 + balkon","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-37m2-balkon-ID4uhRg.html"
"Gdańsk",672700,55.23,12179.974651457542," 19 kwietnia 2025","Mieszkanie 3-pokojowe, Park Południe, Wielkopolska","https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-park-poludnie-wielkopolska-ID4v2pN.html"
"Gdańsk",809000,66.4,12183.734939759035," 11 kwietnia 2025","Mieszkanie bardzo wysoki standard Gdańsk-Chełm","https://www.otodom.pl/pl/oferta/mieszkanie-bardzo-wysoki-standard-gdansk-chelm-ID4wWQi.html"
"Gdańsk, Wrzeszcz",1249000,102.43,12193.693253929512," 19 kwietnia 2025","Dla miłośników kamienic i centrum miasta","https://www.otodom.pl/pl/oferta/dla-milosnikow-kamienic-i-centrum-miasta-ID4t68j.html"
"Gdańsk, Pieck",1020042,83.61,12200.0,"Migowo - 04 kwietnia 2025","4-pokojowe mieszkanie 83m2 + 2 ogródki","https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-83m2-2-ogrodki-ID4upEC.html"
"Gdańsk",759000,62.14,12214.35468297393," 23 kwietnia 2025","3 pokoje | ogród | miejsce parkingowe | piwnica","https://www.otodom.pl/pl/oferta/3-pokoje-ogrod-miejsce-parkingowe-piwnica-ID4v4HN.html"
"Gdańsk",550000,45.0,12222.222222222223," 26 kwietnia 2025","do własnej aranżacji | słoneczne | blisko morza","https://www.otodom.pl/pl/oferta/do-wlasnej-aranzacji-sloneczne-blisko-morza-ID4v40D.html"
"Gdańsk",599000,49.0,12224.489795918367," 22 kwietnia 2025","3-pokojowe mieszkanie z dwoma balkonami","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-dwoma-balkonami-ID4v0sM.html"
"Gdańsk, Wrzeszcz",599000,49.0,12224.489795918367," 22 kwietnia 2025","Świetna cena, doskonała lokalizacja, bardzo ciepłe","https://www.otodom.pl/pl/oferta/swietna-cena-doskonala-lokalizacja-bardzo-cieple-ID4v0LI.html"
"Gdańsk, Osowa",578000,47.25,12232.804232804232," 21 kwietnia 2025","GdańskOsowa 3pok. budynek energooszczędnyM6","https://www.otodom.pl/pl/oferta/gdanskosowa-3pok-budynek-energooszczednym6-ID4pF8f.html"
"Gdańsk",549000,44.87,12235.346556719413," 06 kwietnia 2025","2 pokoje| 44,87 m² | Miejsce postojowe w cenie!","https://www.otodom.pl/pl/oferta/2-pokoje-44-87-m-miejsce-postojowe-w-cenie-ID4wOnx.html"
"Gdańsk, Jasień",749000,61.14,12250.572456656853," 23 kwietnia 2025","3 pokoje z balkonem z 2024 r. | miejsce postojowe | do wprowadzenia","https://www.otodom.pl/pl/oferta/3-pokoje-z-balkonem-z-2024-r-miejsce-postojowe-do-wprowadzenia-ID4v4Yi.html"
"Gdańsk, Orunia",619000,50.5,12257.425742574258," Św. Wojciech - Lipce - 29 kwietnia 2025","Słoneczne, 3-pokojowe mieszkanie z balkonem","https://www.otodom.pl/pl/oferta/sloneczne-3-pokojowe-mieszkanie-z-balkonem-ID4wwN7.html"
"Gdańsk",769000,62.54,12296.130476495044," 03 marca 2025","Jasne Mieszkanie z Ogrodem Garaż i Komórka w cenie","https://www.otodom.pl/pl/oferta/jasne-mieszkanie-z-ogrodem-garaz-i-komorka-w-cenie-ID4wdJ3.html"
"Gdańsk, Siedlce",469000,38.1,12309.711286089238," 30 kwietnia 2025","Funkcjonalne mieszkanie na Siedlcach!","https://www.otodom.pl/pl/oferta/funkcjonalne-mieszkanie-na-siedlcach-ID4wdM7.html"
"Gdańsk, Jasień",575000,46.58,12344.353799914126," 02 kwietnia 2025","Mieszkanie 2 pokojowe z garderobą i miejscem w hali garażowej","https://www.olx.pl/d/oferta/mieszkanie-2-pokojowe-z-garderoba-i-miejscem-w-hali-garazowej-CID3-ID146Z5B.html"
"Gdańsk",437000,35.37,12355.103194797852," 27 marca 2025","Mieszkanie 2-pokojowe, ul. Pastelowa, z parkingiem","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-ul-pastelowa-z-parkingiem-ID4wFpF.html"
"Gdańsk",519000,42.0,12357.142857142857," 26 kwietnia 2025","blisko centrum blisko morza inwestycyjne","https://www.otodom.pl/pl/oferta/blisko-centrum-blisko-morza-inwestycyjne-ID4wsbJ.html"
"Gdańsk, Jasień",427055,34.55,12360.492040520985," 06 kwietnia 2025","Gotowe do odbioru_Komórka+Garaż-> 15min od Centrum","https://www.otodom.pl/pl/oferta/gotowe-do-odbioru-komorka-garaz-15min-od-centrum-ID4wNhW.html"
"Gdańsk, Jasień",899000,72.73,12360.786470507355," 29 kwietnia 2025","Dla rodziny/Projektant/2 miejsca postojowe","https://www.otodom.pl/pl/oferta/dla-rodziny-projektant-2-miejsca-postojowe-ID4uCxq.html"
"Gdańsk, Jasień",447000,36.16,12361.725663716816," 23 kwietnia 2025","Nowoczesne 2-pokojowe mieszkanie na Jasieniu 36,16","https://www.otodom.pl/pl/oferta/nowoczesne-2-pokojowe-mieszkanie-na-jasieniu-36-16-ID4wvXq.html"
"Gdańsk, Przymorze Wielkie",470000,38.0,12368.421052631578," Odświeżono dnia 30 kwietnia 2025","Sprzedam mieszkanie do remontu w Gdańsku, Falowiec  38m2","https://www.olx.pl/d/oferta/sprzedam-mieszkanie-do-remontu-w-gdansku-falowiec-38m2-CID3-ID14s7nL.html"
"Gdańsk, Orunia",470000,38.0,12368.421052631578," Św. Wojciech - Lipce - 22 kwietnia 2025","Piękne 2-pok. ul. Raduńska obok parku Oruńskiego","https://www.otodom.pl/pl/oferta/piekne-2-pok-ul-radunska-obok-parku-orunskiego-ID4wObw.html"
"Gdańsk",470000,38.0,12368.421052631578," 24 kwietnia 2025","2 pokoje I Przymorze I Blisko morza I Falowiec","https://www.otodom.pl/pl/oferta/2-pokoje-i-przymorze-i-blisko-morza-i-falowiec-ID4wExp.html"
"Gdańsk",649000,52.47,12368.972746331237," 17 kwietnia 2025","Okazja! Umeblowane 3 pokoje w atrakcyjnej cenie","https://www.otodom.pl/pl/oferta/okazja-umeblowane-3-pokoje-w-atrakcyjnej-cenie-ID4v0tk.html"
"Gdańsk, Jasień",990000,80.0,12375.0," 01 kwietnia 2025","Przestronne mieszkanie 80 m² z tarasem w Gdańsku","https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-80-m-z-tarasem-w-gdansku-ID4uI0V.html"
"Gdańsk, Jasień",385000,31.08,12387.387387387387," Dzisiaj o 06:09","2-pokojowe mieszkanie 31m2 + balkon Bez Prowizji","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-31m2-balkon-bez-prowizji-ID4uhRf.html"
"Gdańsk, Jasień",385000,31.08,12387.387387387387," Dzisiaj o 07:11","2-pokojowe mieszkanie 31m2 + balkon Bezpośrednio","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-31m2-balkon-bezposrednio-ID4uhRw.html"
"Gdańsk, Jasień",509000,41.0,12414.634146341463," 30 kwietnia 2025","2 pokoje na Jasieniu - Pastelowa","https://www.otodom.pl/pl/oferta/2-pokoje-na-jasieniu-pastelowa-ID4vbEN.html"
"Gdańsk, Letnica",848410,68.31,12419.997072170985," 08 kwietnia 2025","PROMOCJA Bezpośrednio Od Dewelopera 0% prowizji","https://www.otodom.pl/pl/oferta/promocja-bezposrednio-od-dewelopera-0-prowizji-ID4wOP6.html"
"Gdańsk, Jasień",779000,62.7,12424.242424242424," 16 kwietnia 2025","Rodzinne mieszkanie 3 pokojowe - Gdańsk Jasień","https://www.otodom.pl/pl/oferta/rodzinne-mieszkanie-3-pokojowe-gdansk-jasien-ID4wZJz.html"
"Gdańsk, Jasień",639000,51.4,12431.906614785992," 26 kwietnia 2025","szybkie wydanie | miejsce w hali. | komórka lok.","https://www.otodom.pl/pl/oferta/szybkie-wydanie-miejsce-w-hali-komorka-lok-ID4v31w.html"
"Gdańsk",620000,49.87,12432.324042510529," 26 kwietnia 2025","stan deweloperski | os. moment | ogródek | okazja","https://www.otodom.pl/pl/oferta/stan-deweloperski-os-moment-ogrodek-okazja-ID4sDuX.html"
"Gdańsk, Pieck",754841,60.66,12443.801516650183,"Migowo - 11 kwietnia 2025","3 Pok. Na Parterze Z Ogródkiem- Odbiór W Tym Roku","https://www.otodom.pl/pl/oferta/3-pok-na-parterze-z-ogrodkiem-odbior-w-tym-roku-ID4woYc.html"
"Gdańsk",441500,35.42,12464.709203839639," 04 kwietnia 2025","Ciesz się wieczornym słońcem (69)","https://www.otodom.pl/pl/oferta/ciesz-sie-wieczornym-sloncem-69-ID4wgQK.html"
"Gdańsk",574000,46.0,12478.260869565218," 03 kwietnia 2025","Chełm| Osiedle Pogodne| Parking | Komórka | balkon","https://www.otodom.pl/pl/oferta/chelm-osiedle-pogodne-parking-komorka-balkon-ID4wLuk.html"
"Gdańsk, Wrzeszcz",599000,48.0,12479.166666666666," 17 kwietnia 2025","Mieszkanie w centrum Wrzeszcza","https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-wrzeszcza-ID4v0wL.html"
"Gdańsk, Wrzeszcz",849000,67.93,12498.15987045488," 22 kwietnia 2025","20 minut specerem do morza, balkon, po remoncie","https://www.otodom.pl/pl/oferta/20-minut-specerem-do-morza-balkon-po-remoncie-ID4v0gV.html"
"Gdańsk",575000,46.0,12500.0," 11 kwietnia 2025","3-pokojowe mieszkanie w Falowcu","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-w-falowcu-ID4wU0U.html"
"Gdańsk",575000,46.0,12500.0," 15 kwietnia 2025","2-pokojowe mieszkanie do remontu","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-do-remontu-ID4uRug.html"
"Gdańsk",1050000,83.96,12505.955216769891," 24 kwietnia 2025","Przestronne Mieszkanie dla rodziny","https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-dla-rodziny-ID4wIpf.html"
"Gdańsk",430000,34.28,12543.757292882146," 10 kwietnia 2025","Przytulna kawalerka w spokojnej okolicy","https://www.otodom.pl/pl/oferta/przytulna-kawalerka-w-spokojnej-okolicy-ID4wPwE.html"
"Gdańsk, Pieck",615000,49.01,12548.45949806162,"Migowo - 15 kwietnia 2025","Idealne pod wynajem-świetna lokalizacja!","https://www.otodom.pl/pl/oferta/idealne-pod-wynajem-swietna-lokalizacja-ID4wVBs.html"
"Gdańsk",499000,39.71,12566.104255854949," 28 kwietnia 2025","Nowoczesne 2-pokojowe mieszkanie z ogródkiem | Gdańsk Orunia Górna","https://www.otodom.pl/pl/oferta/nowoczesne-2-pokojowe-mieszkanie-z-ogrodkiem-gdansk-orunia-gorna-ID4v9K9.html"
"Gdańsk, Wrzeszcz",930000,74.0,12567.567567567568," 30 kwietnia 2025","Atrakcyjne mieszkanie w centrum Wrzeszcza","https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-w-centrum-wrzeszcza-ID4wRDb.html"
"Gdańsk",769736,61.23,12571.223256573576," 16 kwietnia 2025","3-pokojowe mieszkanie 61m2 + balkon Bezpośrednio","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-61m2-balkon-bezposrednio-ID4ulul.html"
"Gdańsk, Orunia",499000,39.69,12572.436381960193," Św. Wojciech - Lipce - 26 kwietnia 2025","blisko centrum gdańska | cicha okolica","https://www.otodom.pl/pl/oferta/blisko-centrum-gdanska-cicha-okolica-ID4wsbI.html"
"Gdańsk, Jasień",799000,63.55,12572.777340676634," 25 kwietnia 2025","Mieszkanie 3 Pokojowe, Piękny Widok !","https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-piekny-widok-ID4sym1.html"
"Gdańsk, Jasień",850000,67.38,12615.01929355892," 27 kwietnia 2025","3-pokoje 67,38m2, garaż, komórka! do wprowadzenia!","https://www.otodom.pl/pl/oferta/3-pokoje-67-38m2-garaz-komorka-do-wprowadzenia-ID4v8af.html"
"Gdańsk",619000,49.0,12632.65306122449," 06 kwietnia 2025","osiedle zamknięte/miejsce parkingowe/500m od pętli","https://www.otodom.pl/pl/oferta/osiedle-zamkniete-miejsce-parkingowe-500m-od-petli-ID4whuu.html"
"Gdańsk, Młyniska",401989,31.82,12633.218101822753," 10 kwietnia 2025","2pokoje/Gdańsk Wrzeszcz/Gumed/Politechnika","https://www.otodom.pl/pl/oferta/2pokoje-gdansk-wrzeszcz-gumed-politechnika-ID4wTNK.html"
"Gdańsk, Pieck",829334,65.56,12650.0,"Migowo - 24 kwietnia 2025","3-pokojowe mieszkanie 65m2 + balkon","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-65m2-balkon-ID4v0iH.html"
"Gdańsk",650000,51.36,12655.76323987539," 11 kwietnia 2025","Trzy pokojowe mieszkanie z ogrodem w Gdańsku - Pd.","https://www.otodom.pl/pl/oferta/trzy-pokojowe-mieszkanie-z-ogrodem-w-gdansku-pd-ID4wSEr.html"
"Gdańsk, Śródmieście",549000,43.33,12670.205400415418," 29 marca 2025","Mieszkanie dwupokojowe | Gdańsk - Śródmieście","https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-gdansk-srodmiescie-ID4wGR7.html"
"Gdańsk",690000,54.43,12676.832629064855," 07 kwietnia 2025","Mieszkanie 3 pokojowe z ogródkiem ul. Niepołomicka","https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-z-ogrodkiem-ul-niepolomicka-ID4uUhf.html"
"Gdańsk, Młyniska",749000,59.0,12694.915254237289," 27 kwietnia 2025","Doskonała lokalizacja, Marynarki Polskiej, 3 pokoje, bez prowizji","https://www.otodom.pl/pl/oferta/doskonala-lokalizacja-marynarki-polskiej-3-pokoje-bez-prowizji-ID4w1cF.html"
"Gdańsk, Ujeścisko",725000,57.08,12701.471618780659," Łostowice - 30 kwietnia 2025","3 pokoje z balkonem |Do wprowadzenia| Prowizja 0% | Robyg","https://www.olx.pl/d/oferta/3-pokoje-z-balkonem-do-wprowadzenia-prowizja-0-robyg-CID3-ID14Fnyh.html"
"Gdańsk",725000,57.08,12701.471618780659," 03 kwietnia 2025","3 pokoje z balkonem |Do wprowadzenia| Prowizja 0%","https://www.otodom.pl/pl/oferta/3-pokoje-z-balkonem-do-wprowadzenia-prowizja-0-ID4w9Cr.html"
"Gdańsk, Jasień",655000,51.55,12706.110572259942," 06 kwietnia 2025","Komfortowe mieszkanie z miejscem w hali i piwnicą","https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-z-miejscem-w-hali-i-piwnica-ID4uopc.html"
"Gdańsk, Wrzeszcz",1680000,132.0,12727.272727272728," Odświeżono dnia 30 kwietnia 2025","NOWA CENA 4 pokojowy apartament Gdańsk Wrzeszcz","https://www.otodom.pl/pl/oferta/nowa-cena-4-pokojowy-apartament-gdansk-wrzeszcz-ID4wMuM.html"
"Gdańsk, Orunia",699000,54.87,12739.20174958994," Św. Wojciech - Lipce - 10 marca 2025","Nowe piękne trzy pokoje gotowe do zamieszkania","https://www.otodom.pl/pl/oferta/nowe-piekne-trzy-pokoje-gotowe-do-zamieszkania-ID4wktC.html"
"Gdańsk, Osowa",529000,41.51,12743.917128402794," 22 kwietnia 2025","Przytulne mieszkanie z balkonem oraz 2 miejscami postojowymi","https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-z-balkonem-oraz-2-miejscami-postojowymi-ID4v3OL.html"
"Gdańsk",485000,38.0,12763.157894736842," Dzisiaj o 07:26","Tylko U Nas! Falowiec Mieszkanie Parter","https://www.otodom.pl/pl/oferta/tylko-u-nas-falowiec-mieszkanie-parter-ID4us34.html"
"Gdańsk",549000,43.0,12767.441860465116," 28 kwietnia 2025","2 Pokoje z ogrodem","https://www.otodom.pl/pl/oferta/2-pokoje-z-ogrodem-ID4wL0d.html"
"Gdańsk",515000,40.32,12772.81746031746," 13 kwietnia 2025","Nowy budynek | 2 pokoje | 2 miejsca w hali","https://www.otodom.pl/pl/oferta/nowy-budynek-2-pokoje-2-miejsca-w-hali-ID4tqN2.html"
"Gdańsk, Pieck",739584,57.78,12800.0,"Migowo - 04 kwietnia 2025","3-pokojowe mieszkanie 57m2 + 2 ogródki","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-2-ogrodki-ID4upDH.html"
"Gdańsk, Pieck",1070208,83.61,12800.0,"Migowo - 17 kwietnia 2025","4-pokojowe mieszkanie 83m2 + loggia Bezpośrednio","https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-83m2-loggia-bezposrednio-ID4uyEJ.html"
"Gdańsk",420000,32.78,12812.690665039658," 08 kwietnia 2025","Sprzedam Mieszkanie, Czerska, Gdańsk Południe","https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-czerska-gdansk-poludnie-ID4wQcJ.html"
"Gdańsk",659000,51.4,12821.011673151752," 18 marca 2025","3 pokojowe mieszkanie na Przymorzu Małym","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-przymorzu-malym-ID4usEE.html"
"Gdańsk, Wrzeszcz",685000,53.4,12827.715355805243," 24 kwietnia 2025","Mieszkanie dla studentów lub rodziny Gdańsk- Wrzeszcz","https://www.otodom.pl/pl/oferta/mieszkanie-dla-studentow-lub-rodziny-gdansk-wrzeszcz-ID4sQbX.html"
"Gdańsk",529000,41.2,12839.805825242718," 18 kwietnia 2025","2 pokoje z widokiem na morze blisko morza, SKM  UG","https://www.otodom.pl/pl/oferta/2-pokoje-z-widokiem-na-morze-blisko-morza-skm-ug-ID4tl8j.html"
"Gdańsk, Wrzeszcz",1490000,116.0,12844.827586206897," 21 kwietnia 2025","4-pokojowe mieszkanie w sercu Wrzeszcza – 1. piętro, 116 m²","https://www.olx.pl/d/oferta/4-pokojowe-mieszkanie-w-sercu-wrzeszcza-1-pietro-116-m-CID3-ID15w8Jm.html"
"Gdańsk, Jasień",1150000,89.42,12860.657571013197," 25 kwietnia 2025","Atrakcyjne Mieszkanie 4-Pokojowe, Gdańsk Jasień","https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-4-pokojowe-gdansk-jasien-ID4rXrw.html"
"Gdańsk",499000,38.75,12877.41935483871," 24 kwietnia 2025","Słoneczne z dwoma komórkami lokatorskimi","https://www.otodom.pl/pl/oferta/sloneczne-z-dwoma-komorkami-lokatorskimi-ID4wcNl.html"
"Gdańsk",580000,45.0,12888.888888888889," 16 kwietnia 2025","Mieszkanie 2 pokojowe blisko morza z piwnicą","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-blisko-morza-z-piwnica-ID4wkoP.html"
"Gdańsk",580000,45.0,12888.888888888889," 22 kwietnia 2025","2-pok. mieszkanie do własnej aranżacji – Przymorze","https://www.otodom.pl/pl/oferta/2-pok-mieszkanie-do-wlasnej-aranzacji-przymorze-ID4w4HR.html"
"Gdańsk, Jasień",612000,47.42,12905.94685786588," 25 kwietnia 2025","Nowa Pólnica M13 - komfortowe mieszkania Gdańsk","https://www.otodom.pl/pl/oferta/nowa-polnica-m13-komfortowe-mieszkania-gdansk-ID4uest.html"
"Gdańsk, Jasień",429000,33.24,12906.137184115523," 28 kwietnia 2025","Zobacz Mieszkanie Na Jasieniu.","https://www.otodom.pl/pl/oferta/zobacz-mieszkanie-na-jasieniu-ID4wdAz.html"
