"Location","Price","m2","p/m2","Date","Text","hl"
"Gdańsk Jasień, Leszczynowa",652000.0,60.94,10699.048244174599,"Zaktualizowano: dzisiaj","Leszczynowy Park 6A12 Jasne 3 pokoje, odbiór w sierpniu","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/leszczynowy-park-6a12-jasne-3-pokoje-odbior-w-sierpniu-ogl66063064.html"
"Gdańsk",749000.0,70.0,10700.0," 03 maja 2025","od zaraz | 3 pokoje | miejsce parkingowe | piwnica","https://www.otodom.pl/pl/oferta/od-zaraz-3-pokoje-miejsce-parkingowe-piwnica-ID4v96y.html"
"Gdańsk Śródmieście, Dolna Brama",1090000.0,101.86,10700.962104849794,"Zaktualizowano: 25.04.2025","Klimatyczne 3 pokoje w kamienicy cicha okolica","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/klimatyczne-3-pokoje-w-kamienicy-cicha-okolica-ogl66015012.html"
"Gdańsk",679000.0,63.42,10706.401766004416," 22 kwietnia 2025","Piękne mieszkanie, z rewelacyjną ceną, 4pok,Gdańsk","https://www.otodom.pl/pl/oferta/piekne-mieszkanie-z-rewelacyjna-cena-4pok-gdansk-ID4wVEq.html"
"Gdańsk, Osowa",538000.0,50.25,10706.467661691542," 21 kwietnia 2025","NOWOŚĆ, Gdańsk Osowa ul. Hery 22 - 3 pokoje M26","https://www.otodom.pl/pl/oferta/nowosc-gdansk-osowa-ul-hery-22-3-pokoje-m26-ID4sYEz.html"
"Gdańsk Kiełpinek, Przytulna",794457.0,73.8,10765.0,"Zaktualizowano: 17.04.2025","Mieszkanie - Gdańsk Kiełpinek","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/mieszkanie-gdansk-kielpinek-ogl66046190.html"
"Gdańsk Łostowice, Wielkopolska",715185.0,66.3,10787.10407239819,"Zaktualizowano: dzisiaj","[4] Słoneczne 3 pokoje z tarasem - odbiór wkrótce","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/4-sloneczne-3-pokoje-z-tarasem-odbior-wkrotce-ogl65449071.html"
"Gdańsk Kiełpinek, Przytulna",843090.0,78.1,10795.006402048657,"Zaktualizowano: 17.04.2025","Mieszkanie - Gdańsk Kiełpinek","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/mieszkanie-gdansk-kielpinek-ogl66046197.html"
"Gdańsk Jasień, Konrada Guderskiego",650000.0,60.2,10797.342192691029,"Zaktualizowano: 29.03.2025","Po generalnym remoncie, do własnej aranżacji!","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/po-generalnym-remoncie-do-wlasnej-aranzacji-ogl65870718.html"
"Gdańsk Kiełpinek, Przytulna",785091.0,72.66,10804.995871180843,"Zaktualizowano: 17.04.2025","Mieszkanie - Gdańsk Kiełpinek","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/mieszkanie-gdansk-kielpinek-ogl66046179.html"
"Gdańsk Jasień, Potęgowska",849000.0,78.5,10815.286624203822,"Zaktualizowano: 04.04.2025","Dwupoziomowe mieszkanie na sprzedaż!","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/dwupoziomowe-mieszkanie-na-sprzedaz-ogl66042477.html"
"Gdańsk Kowale, Zeusa",575000.0,53.13,10822.510822510822,"Zaktualizowano: 29.04.2025","Mieszkanie z narożnym balkonem","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/mieszkanie-z-naroznym-balkonem-ogl66007297.html"
"Gdańsk Łostowice, Olimpijska",695000.0,64.06,10849.20387137059,"Zaktualizowano: 04.04.2025","Mieszkanie umeblowane - dwie łazienki -duży balkon","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/mieszkanie-umeblowane-dwie-lazienki-duzy-balkon-ogl66025222.html"
"Gdańsk Oliwa, Leśna",1390000.0,128.0,10859.375,"Zaktualizowano: 01.05.2025","Unikatowe mieszkanie w prestiżowej lokalizacji!","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/unikatowe-mieszkanie-w-prestizowej-lokalizacji-ogl66070488.html"
"Gdańsk Przeróbka, Teofila Lenartowicza",470000.0,43.28,10859.519408502772,"Zaktualizowano: 10.03.2025","Słoneczne mieszkanie w spokojnej okolicy","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/sloneczne-mieszkanie-w-spokojnej-okolicy-ogl65924409.html"
"Gdańsk",539000.0,49.6,10866.935483870968," 03 maja 2025","Wysoki parter | Centrum Chełmu | 3 Pokoje","https://www.otodom.pl/pl/oferta/wysoki-parter-centrum-chelmu-3-pokoje-ID4v84R.html"
"Gdańsk, Orunia",539000.0,49.6,10866.935483870968," Św. Wojciech - Lipce - 08 kwietnia 2025","Mieszkanie dwupokojowe Gdańsk Trakt Św. Wojciecha","https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-gdansk-trakt-sw-wojciecha-ID4wgWT.html"
"Gdańsk",565632.0,52.04,10869.177555726365," 10 kwietnia 2025","3-pokojowe mieszkanie 52m2 + ogródek Bezpośrednio","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-52m2-ogrodek-bezposrednio-ID4ujeI.html"
"Gdańsk, Nowy Port",569000.0,52.34,10871.226595338172," 25 kwietnia 2025","Gotowe do wprowadzenia, dwa  ogródki w cenie","https://www.otodom.pl/pl/oferta/gotowe-do-wprowadzenia-dwa-ogrodki-w-cenie-ID4v0EX.html"
"Gdańsk Kowale, Apollina",599000.0,55.04,10882.994186046511,"Zaktualizowano: 15.04.2025","2 Pokoje I Po remoncie I Kowale","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/2-pokoje-i-po-remoncie-i-kowale-ogl65981102.html"
"Gdańsk Chełm, Cebertowicza Romualda",689000.0,63.3,10884.676145339652,"Zaktualizowano: wczoraj","Trzy pokoje, funkcjonalne, wokół tereny zielone.","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/trzy-pokoje-funkcjonalne-wokol-tereny-zielone-ogl66040749.html"
"Gdańsk, Orunia",386679.0,35.51,10889.2987890735," Św. Wojciech - Lipce - 10 kwietnia 2025","mieszkanie w super cenie!","https://www.otodom.pl/pl/oferta/mieszkanie-w-super-cenie-ID4wPtz.html"
"Gdańsk",619000.0,56.84,10890.218156228008," 23 marca 2025","3 pokoje, stan deweloperski, pełna własność!","https://www.otodom.pl/pl/oferta/3-pokoje-stan-deweloperski-pelna-wlasnosc-ID4tWjR.html"
"Gdańsk, Śródmieście",444464.0,40.8,10893.725490196079," 09 kwietnia 2025","3minuty autem do Mariny Gdańsk/2pokoje III kw 2025","https://www.otodom.pl/pl/oferta/3minuty-autem-do-mariny-gdansk-2pokoje-iii-kw-2025-ID4uUR8.html"
"Gdańsk, Wrzeszcz",447085.0,41.0,10904.512195121952," 14 kwietnia 2025","2 pokoje/blisko Gumed/3 min do przystanku","https://www.otodom.pl/pl/oferta/2-pokoje-blisko-gumed-3-min-do-przystanku-ID4wSH2.html"
"Gdańsk, Wrzeszcz",579609.0,53.14,10907.207376740686," 09 kwietnia 2025","3pokoje/Gdańsk Wrzeszcz/Blisko Politechnika-Gumed","https://www.otodom.pl/pl/oferta/3pokoje-gdansk-wrzeszcz-blisko-politechnika-gumed-ID4wrSv.html"
"Gdańsk",758106.0,69.5,10908.0,"Zaktualizowano: wczoraj","INPRO S.A. - Koncept -  Gotowe do odbioru mieszkanie 3-pok. 69.50 m2","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/inpro-s-a-koncept-gotowe-do-odbioru-mieszkanie-3-pok-69-50-m2-ogl65438294.html"
"Gdańsk Jasień, Leszczynowa",665000.0,60.94,10912.372825730226,"Zaktualizowano: dzisiaj","Leszczynowy Park 6A21 - odbiór w sierpniu","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/leszczynowy-park-6a21-odbior-w-sierpniu-ogl66063066.html"
"Gdańsk Kiełpinek, Przytulna",624562.0,57.21,10917.007516168502,"Zaktualizowano: 17.04.2025","Mieszkanie - Gdańsk Kiełpinek","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/mieszkanie-gdansk-kielpinek-ogl66046207.html"
"Gdańsk",950000.0,87.0,10919.540229885057," 17 marca 2025","Po remoncie na parterze 4-pokojowe mieszkanie SWPL","https://www.otodom.pl/pl/oferta/po-remoncie-na-parterze-4-pokojowe-mieszkanie-swpl-ID4wt6u.html"
"Gdańsk Kiełpinek, Przytulna",620479.0,56.81,10922.003168456256,"Zaktualizowano: 17.04.2025","Mieszkanie - Gdańsk Kiełpinek","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/mieszkanie-gdansk-kielpinek-ogl66046191.html"
"Gdańsk, Wrzeszcz",619500.0,56.69,10927.853236902452," 15 kwietnia 2025","Mieszkanie bez pośredników parter wrzeszcz","https://www.otodom.pl/pl/oferta/mieszkanie-bez-posrednikow-parter-wrzeszcz-ID4wYD3.html"
"Gdańsk",625000.0,57.16,10934.219734079777," 15 kwietnia 2025","OxygenPark, 3 pokoje, >3m wysokie, garaż, zieleń","https://www.otodom.pl/pl/oferta/oxygenpark-3-pokoje-3m-wysokie-garaz-zielen-ID4wYko.html"
"Gdańsk, Jasień",549000.0,50.2,10936.25498007968," 19 marca 2025","Rewelacyjne mieszkanie na sprzedaż !","https://www.otodom.pl/pl/oferta/rewelacyjne-mieszkanie-na-sprzedaz-ID4sPQk.html"
"Gdańsk Chełm, Henryka Hubertusa Jabłońskiego",695000.0,63.5,10944.88188976378,"Zaktualizowano: 18.04.2025","Mieszkanie 3 pokoje przestronne Chełm","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/mieszkanie-3-pokoje-przestronne-chelm-ogl66056617.html"
"Gdańsk, Śródmieście",384655.0,35.14,10946.357427433124," 06 kwietnia 2025","Gotowe w 2025r/Gdańsk Śródmieście/4min do Mariny","https://www.otodom.pl/pl/oferta/gotowe-w-2025r-gdansk-srodmiescie-4min-do-mariny-ID4wrta.html"
"Gdańsk",426393.0,38.94,10950.0," 03 kwietnia 2025","2 pokoje z ogródkiem - dostępne od zaraz!","https://www.otodom.pl/pl/oferta/2-pokoje-z-ogrodkiem-dostepne-od-zaraz-ID4wnJP.html"
"Gdańsk Łostowice, Olimpijska",745000.0,68.0,10955.882352941177,"Zaktualizowano: 28.04.2025","Przestronne i słoneczne mieszkanie | Balkon","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/przestronne-i-sloneczne-mieszkanie-balkon-ogl65981665.html"
"Gdańsk",695000.0,63.4,10962.145110410094," 29 kwietnia 2025","SWPdL - 4 pokoje dla rodziny Gdańsk Orunia Górna","https://www.otodom.pl/pl/oferta/swpdl-4-pokoje-dla-rodziny-gdansk-orunia-gorna-ID4va31.html"
"Gdańsk",770669.0,70.21,10976.627261073922," 23 kwietnia 2025","Wolne Miasto etap VII | mieszkanie 3-pok. | 41","https://www.otodom.pl/pl/oferta/wolne-miasto-etap-vii-mieszkanie-3-pok-41-ID4oi1M.html"
"Gdańsk",549000.0,50.0,10980.0," 08 kwietnia 2025","2-pokojowe mieszkanie na osiedlu Cztery Pory Roku","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-osiedlu-cztery-pory-roku-ID4wiaN.html"
"Gdańsk, Nowy Port",525000.0,47.8,10983.26359832636," 23 kwietnia 2025","2 słoneczne pokoje, osobna kuchnia","https://www.otodom.pl/pl/oferta/2-sloneczne-pokoje-osobna-kuchnia-ID4v5cY.html"
"Gdańsk",769000.0,70.0,10985.714285714286," 23 kwietnia 2025","Mieszkanie z dużym ogródkiem- Kowale","https://www.otodom.pl/pl/oferta/mieszkanie-z-duzym-ogrodkiem-kowale-ID4tcre.html"
"Gdańsk",560000.0,50.94,10993.32548095799," 17 kwietnia 2025","3-pokojowe mieszkanie 50m2 + ogródek Bez Prowizji","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-50m2-ogrodek-bez-prowizji-ID4ugGX.html"
"Gdańsk",527900.0,48.0,10997.916666666666," Odświeżono dnia 27 kwietnia 2025","Tylko u Nas -3 pok. z balkonem AMBRO - Murapol","https://www.otodom.pl/pl/oferta/tylko-u-nas-3-pok-z-balkonem-ambro-murapol-ID4wJ3K.html"
"Gdańsk Łostowice, Hilarego Koprowskiego",527900.0,48.0,10997.916666666666,"Zaktualizowano: 25.04.2025","Tylko u Nas -3 pok. z balkonem AMBRO - Murapol","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/tylko-u-nas-3-pok-z-balkonem-ambro-murapol-ogl66063776.html"
"Gdańsk Łostowice, Hilarego Koprowskiego",527900.0,48.0,10997.916666666666,"Zaktualizowano: 25.04.2025","Tylko u Nas -3 pok. z balkonem AMBRO - Murapol","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/tylko-u-nas-3-pok-z-balkonem-ambro-murapol-ogl66063777.html"
"Gdańsk",867000.0,78.82,10999.746257295104," Dzisiaj o 09:43","4-pokojowe mieszkanie 78m2 + balkon Bezpośrednio","https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-78m2-balkon-bezposrednio-ID4umHk.html"
"Gdańsk",770000.0,70.0,11000.0," 25 kwietnia 2025","3 pokoje z najlepszym ogrodem w okolicy (120m2)","https://www.otodom.pl/pl/oferta/3-pokoje-z-najlepszym-ogrodem-w-okolicy-120m2-ID4taq7.html"
"Gdańsk, Śródmieście",759000.0,69.0,11000.0," 28 kwietnia 2025","Dwustronne, 4 pok., kamienica, Gdańsk Śródmieście","https://www.otodom.pl/pl/oferta/dwustronne-4-pok-kamienica-gdansk-srodmiescie-ID4u0Xx.html"
"Gdańsk Śródmieście, Na Stoku",759000.0,69.0,11000.0,"Zaktualizowano: 06.04.2025","Dwustronne, 4 pok., kamienica, Gdańsk Śródmieście","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/dwustronne-4-pok-kamienica-gdansk-srodmiescie-ogl65941023.html"
"Gdańsk Kiełpinek, Przytulna",799623.0,72.66,11004.995871180843,"Zaktualizowano: 17.04.2025","Mieszkanie - Gdańsk Kiełpinek","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/mieszkanie-gdansk-kielpinek-ogl66046193.html"
"Gdańsk Kiełpinek, Prof. Mariana Osińskiego",807566.0,73.37,11006.760256235519,"Zaktualizowano: 21.03.2025","Mieszkanie - Gdańsk Kiełpinek","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/mieszkanie-gdansk-kielpinek-ogl66027100.html"
"Gdańsk, Siedlce",369000.0,33.51,11011.638316920324," 11 kwietnia 2025","Kawalerka na Siedlcach – parter, duży potencjał!","https://www.otodom.pl/pl/oferta/kawalerka-na-siedlcach-parter-duzy-potencjal-ID4wAR5.html"
"Gdańsk Jasień, Konrada Guderskiego",689000.0,62.54,11016.949152542373,"Zaktualizowano: 25.04.2025","Jasne 3 pokoje z prywatnym ogródkiem","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/jasne-3-pokoje-z-prywatnym-ogrodkiem-ogl66064292.html"
"Gdańsk Kiełpinek, Przytulna",661250.0,60.01,11018.996833861023,"Zaktualizowano: 17.04.2025","Mieszkanie - Gdańsk Kiełpinek","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/mieszkanie-gdansk-kielpinek-ogl66046165.html"
"Gdańsk Morena, Związku Jaszczurczego",698000.0,63.3,11026.856240126383,"Zaktualizowano: 02.05.2025","Balkon | Morena | Niski budynek | Zachodnia strona","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/balkon-morena-niski-budynek-zachodnia-strona-ogl66068669.html"
"Gdańsk",838515.0,76.02,11030.189423835833," Dzisiaj o 09:43","4-pok. mieszkanie 76,02m2 | gotowe do odbioru","https://www.otodom.pl/pl/oferta/4-pok-mieszkanie-76-02m2-gotowe-do-odbioru-ID4wmlU.html"
"Gdańsk",872641.0,78.9,11060.088719898606," 16 kwietnia 2025","4-pokojowe mieszkanie 78m2 + ogródek Bezpośrednio","https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-78m2-ogrodek-bezposrednio-ID4ulv0.html"
"Gdańsk Jasień",872641.0,78.9,11060.088719898606,"Zaktualizowano: 24.04.2025","Mieszkanie z ogrodem 300 metrów od tramwaju","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/mieszkanie-z-ogrodem-300-metrow-od-tramwaju-ogl66017225.html"
"Gdańsk, Wrzeszcz",649000.0,58.66,11063.757245141494," 01 maja 2025","Dwustronne słoneczne 3 pokoje | winda","https://www.otodom.pl/pl/oferta/dwustronne-sloneczne-3-pokoje-winda-ID4vccZ.html"
"Gdańsk",659900.0,59.6,11072.147651006711," 22 kwietnia 2025","3 pokoje na Gdańskim Chełmie - Tylko u Nas!","https://www.otodom.pl/pl/oferta/3-pokoje-na-gdanskim-chelmie-tylko-u-nas-ID4v1Vy.html"
"Gdańsk, Krakowiec",370000.0,33.4,11077.844311377246," Górki Zachodnie - 25 kwietnia 2025","Doskonała inwestycja blisko morza Gdańsk!","https://www.otodom.pl/pl/oferta/doskonala-inwestycja-blisko-morza-gdansk-ID4v6x6.html"
"Gdańsk Jasień, Leszczynowa",676000.0,60.94,11092.878240892682,"Zaktualizowano: dzisiaj","Leszczynowy Park 6A27, zachodnie, odbiór w sierpniu","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/leszczynowy-park-6a27-zachodnie-odbior-w-sierpniu-ogl66063069.html"
"Gdańsk Chełm, Rogalińska",729000.0,65.7,11095.890410958904,"Zaktualizowano: dzisiaj","Trzy pokoje, garaż,tramwaj,balkon - GdańskChełm","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/trzy-pokoje-garaztramwajbalkon-gdanskchelm-ogl66047142.html"
"Gdańsk Kiełpinek, Przytulna",626480.0,56.46,11095.997166135317,"Zaktualizowano: 17.04.2025","Mieszkanie - Gdańsk Kiełpinek","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/mieszkanie-gdansk-kielpinek-ogl66046169.html"
"Gdańsk, Jasień",495000.0,44.61,11096.166778749159," Dzisiaj o 09:43","2-pokojowe mieszkanie 44m2 + balkon","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-44m2-balkon-ID4uo27.html"
"Gdańsk Jasień, Guderskiego",495000.0,44.61,11096.166778749159,"Zaktualizowano: dzisiaj","Urzeka 4A45: super układ","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/urzeka-4a45-super-uklad-ogl66063179.html"
"Gdańsk, Orunia",388790.0,35.0,11108.285714285714," Św. Wojciech - Lipce - 23 kwietnia 2025","Zobacz na żywo - 2 pokoje -> Dni Otwarte","https://www.otodom.pl/pl/oferta/zobacz-na-zywo-2-pokoje-dni-otwarte-ID4v4BK.html"
"Gdańsk, Chełm z dzielnicą Gdańsk Południe",519000.0,46.7,11113.490364025694," Odświeżono dnia 02 maja 2025","Mieszkanie na sprzedaż w atrakcyjnej lokalizacji","https://www.olx.pl/d/oferta/mieszkanie-na-sprzedaz-w-atrakcyjnej-lokalizacji-CID3-ID14ndhD.html"
"Gdańsk, Osowa",506000.0,45.53,11113.551504502526," 21 kwietnia 2025","NOWOŚĆ, Gdańsk Osowa ul. Hery 22 - 2 pokoje M23","https://www.otodom.pl/pl/oferta/nowosc-gdansk-osowa-ul-hery-22-2-pokoje-m23-ID4sYBh.html"
"Gdańsk",721502.64,64.86,11124.0,"Zaktualizowano: wczoraj","INPRO S.A. - Koncept -  Gotowe do odbioru mieszkanie 3-pok. 64.86 m2","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/inpro-s-a-koncept-gotowe-do-odbioru-mieszkanie-3-pok-64-86-m2-ogl65917598.html"
"Gdańsk, Jasień",630000.0,56.63,11124.845488257108," Odświeżono dnia 27 kwietnia 2025","2 pokoje do wprowadzenia, loggia, miejsce w hali!","https://www.otodom.pl/pl/oferta/2-pokoje-do-wprowadzenia-loggia-miejsce-w-hali-ID4utrL.html"
"Gdańsk, Jasień",458000.0,41.15,11130.012150668286," 01 maja 2025","2-pokojowe mieszkanie 41m2 + balkon","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-41m2-balkon-ID4uhRh.html"
"Gdańsk Morena, Warneńska",699000.0,62.8,11130.573248407643,"Zaktualizowano: 02.05.2025","4 pokoje | widok na zieleń | serce Moreny","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/4-pokoje-widok-na-zielen-serce-moreny-ogl66071388.html"
"Gdańsk, Nowy Port",549000.0,49.3,11135.902636916837," 03 maja 2025","blisko morza | 2 pokoje | osobna kuchnia | piwnica","https://www.otodom.pl/pl/oferta/blisko-morza-2-pokoje-osobna-kuchnia-piwnica-ID4v9Zp.html"
"Gdańsk Kiełpinek, Przytulna",632197.0,56.74,11141.998590059922,"Zaktualizowano: 17.04.2025","Mieszkanie - Gdańsk Kiełpinek","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/mieszkanie-gdansk-kielpinek-ogl66046171.html"
"Gdańsk Osowa, Junony",740000.0,66.4,11144.57831325301,"Zaktualizowano: 03.04.2025","Przestronne mieszkanie w świetnej lokalizacji!","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/przestronne-mieszkanie-w-swietnej-lokalizacji-ogl65965448.html"
"Gdańsk Wrzeszcz Dolny, Kochanowskiego Jana",519000.0,46.5,11161.290322580646,"Zaktualizowano: wczoraj","Klimatyczne dwupokojowe. Opcja antresola.","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/klimatyczne-dwupokojowe-opcja-antresola-ogl66052807.html"
"Gdańsk Jasień",673016.0,60.28,11164.830789648307,"Zaktualizowano: 24.04.2025","Mieszkanie 300 metrów od tramwaju i autubusu","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/mieszkanie-300-metrow-od-tramwaju-i-autubusu-ogl66017572.html"
"Gdańsk Jasień, Flisykowskiego",514311.0,46.01,11178.243860030429,"Zaktualizowano: 30.04.2025","Osiedle Przyjemne Gdańsk, mieszkanie 3.3.5 46.0m2 - ATAL","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/osiedle-przyjemne-gdansk-mieszkanie-3-3-5-46-0msup2sup-atal-ogl65738089.html"
"Gdańsk Siedlce, Jacka Malczewskiego",749000.0,67.0,11179.10447761194,"Zaktualizowano: 29.04.2025","Wyjątkowe mieszkanie 67 m² Gdańsk – Siedlce","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/wyjatkowe-mieszkanie-67-m-gdansk-siedlce-ogl66034592.html"
"Gdańsk Osowa, Galaktyczna",545505.0,48.79,11180.672268907563,"Zaktualizowano: 30.04.2025","Galaktyczna  Gdańsk, mieszkanie B2-09 48.8m2 - ATAL","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/galaktyczna-gdansk-mieszkanie-b2-09-48-8msup2sup-atal-ogl65739912.html"
"Gdańsk Kiełpinek, Przytulna",637378.0,56.98,11185.995085995086,"Zaktualizowano: 17.04.2025","Mieszkanie - Gdańsk Kiełpinek","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-pierwotny/mieszkanie-gdansk-kielpinek-ogl66046170.html"
"Gdańsk Ujeścisko, Stanisława Dąbka",599000.0,53.5,11196.26168224299,"Zaktualizowano: 29.04.2025","Mieszkanie 3 pok. |ul. S. Dąbka | Z wyposażeniem","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/mieszkanie-3-pok-ul-s-dabka-z-wyposazeniem-ogl66022357.html"
"Gdańsk, Pieck",736000.0,65.7,11202.435312024352,"Migowo - 25 kwietnia 2025","Trzy pokoje, garaż,tramwaj,balkon - GdańskChełm","https://www.otodom.pl/pl/oferta/trzy-pokoje-garaz-tramwaj-balkon-gdanskchelm-ID4wSRX.html"
"Gdańsk",699000.0,62.38,11205.514588008977," 03 maja 2025","Przytulne 3 pokojowe mieszkanie w cichej okolicy.","https://www.otodom.pl/pl/oferta/przytulne-3-pokojowe-mieszkanie-w-cichej-okolicy-ID4wUsp.html"
"Gdańsk Suchanino, Kamieńskiego Macieja",594000.0,53.0,11207.547169811322,"Zaktualizowano: wczoraj","2km od ścisłego Centrum. Przestronne. Duży balkon.","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/2km-od-scislego-centrum-przestronne-duzy-balkon-ogl66060687.html"
"Gdańsk Ujeścisko, Kazimierza Porębskiego",779000.0,69.5,11208.633093525179,"Zaktualizowano: 17.03.2025","Idealna przestrzeń dla dużej rodziny!","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/idealna-przestrzen-dla-duzej-rodziny-ogl66016026.html"
"Gdańsk Nowy Port, Wyzwolenia 51a",559000.0,49.8,11224.899598393575,"Zaktualizowano: 01.05.2025","Nowoczesne, słoneczne, 2 balkony, wyposażone, bez pośrednika","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/nowoczesne-sloneczne-2-balkony-wyposazone-bez-posrednika-ogl65850290.html"
"Gdańsk",870000.0,77.5,11225.806451612903," 08 kwietnia 2025","Blisko PKM, SKM, Bałtycka | możliwość 4/5/6 pokoi","https://www.otodom.pl/pl/oferta/blisko-pkm-skm-baltycka-mozliwosc-4-5-6-pokoi-ID4wRZO.html"
"Gdańsk, Suchanino",899000.0,80.0,11237.5," 24 marca 2025","Mieszkanie z klasą - nowa cena! BEZPOŚREDNIO","https://www.otodom.pl/pl/oferta/mieszkanie-z-klasa-nowa-cena-bezposrednio-ID4rpJB.html"
"Gdańsk Suchanino, Taborowa",899000.0,80.0,11237.5,"Zaktualizowano: 17.03.2025","80m2 po remoncie z tarasem i miejscem postojowym !","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/80m2-po-remoncie-z-tarasem-i-miejscem-postojowym-ogl65761823.html"
"Gdańsk Siedlce, Skarpowa",599000.0,53.3,11238.273921200751,"Zaktualizowano: 18.04.2025","Mieszkanie 2-pok dwustronne","https://ogloszenia.trojmiasto.pl/nieruchomosci-sprzedam-rynek-wtorny/mieszkanie-2-pok-dwustronne-ogl65871797.html"
"Gdańsk",771844.0,68.67,11239.900975680792," Dzisiaj o 11:38","Wolne Miasto etap VII | mieszkanie 3-pok. | 54","https://www.otodom.pl/pl/oferta/wolne-miasto-etap-vii-mieszkanie-3-pok-54-ID4oi1O.html"
"Gdańsk, Wrzeszcz",700000.0,62.26,11243.1737873434," 12 kwietnia 2025","Zamieszkaj lub zainwestuj we Wrzeszczu!","https://www.otodom.pl/pl/oferta/zamieszkaj-lub-zainwestuj-we-wrzeszczu-ID4wV2i.html"
"Gdańsk",449999.0,40.0,11249.975," 06 kwietnia 2025","2 pokojowy apartament w centrum młodego Gdańska","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-w-centrum-mlodego-gdanska-ID4wPhR.html"
